Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
undertale,https://www.metacritic.com/game/switch/undertale,"tobyfox , Fangamer","tobyfox, 8-4","Sep 18, 2018","PC, PlayStation 4, PlayStation Vita, Xbox One, Xbox Series X","
Welcome to UNDERTALE. In this RPG, you control a human who falls underground into the world of monsters. Now you must find your way out... or stay trapped forever.

((Healthy Dog's Warning: Game contains imagery that may be harmful to players with photosensitive epilepsy or similar condition.))

features:

* Killing is unnecessary: negotiate out of danger using the unique battle system.
* Time your attacks for extra damage, then dodge enemy attacks in a style reminiscent of top-down shooters.
* Original art and soundtrack brimming with personality.
* Soulful, character-rich story with an emphasis on humor.
* Created mostly by one person.
* Become friends with all of the bosses!
* At least 5 dogs.
* You can date a skeleton.
* Hmmm... now there are 6 dogs...?
* Maybe you won't want to date the skeleton.
* I thought I found a 7th dog, but it was actually just the 3rd dog.
* If you play this game, can you count the dogs for me...? I'm not good at it. Collapse",93.0,universal acclaim,8.0,8.0,0.0,0.0,8.1,generally favorable reviews,508.0,96.0,17.0,15.0,"Role-Playing, Japanese-Style",No Online Multiplayer,E10+,"#1 Best Switch Game of 2018
#12 Most Discussed Switch Game of 2018"
super-smash-bros-ultimate,https://www.metacritic.com/game/switch/super-smash-bros-ultimate,Nintendo,"Nintendo, HAL Labs, Bandai Namco Games, Sora Ltd.","Dec 7, 2018",,"Inklings from the Splatoon series, as well as returning Smash characters like Mario and Link will be making appearances in this classic Nintendo franchise's Switch debut. Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go. Collapse",93.0,universal acclaim,99.0,98.0,1.0,0.0,8.6,generally favorable reviews,3686.0,1028.0,103.0,144.0,"Action, Fighting, 2D",8,E10+,"#2 Best Switch Game of 2018
#1 Most Discussed Switch Game of 2018
#23 Most Shared Switch Game of 2018"
celeste,https://www.metacritic.com/game/switch/celeste,Matt Makes Games Inc.,Matt Makes Games Inc.,"Jan 25, 2018","iPhone/iPad, PC, PlayStation 4, Stadia, Xbox One","Help Madeline survive her journey to the top of Celeste Mountain in this super-tight, hand-crafted platformer from the creators of TowerFall.",92.0,universal acclaim,36.0,36.0,0.0,0.0,8.6,generally favorable reviews,1083.0,247.0,30.0,18.0,"Action, Platformer, 2D",No Online Multiplayer,E10+,"#3 Best Switch Game of 2018
#6 Most Discussed Switch Game of 2018
#9 Most Shared Switch Game of 2018"
bayonetta-2,https://www.metacritic.com/game/switch/bayonetta-2,Nintendo,"Nintendo, PlatinumGames","Feb 16, 2018",Wii U,"In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper. Collapse",92.0,universal acclaim,31.0,31.0,0.0,0.0,8.6,generally favorable reviews,585.0,89.0,9.0,4.0,"Action Adventure, Linear",No Online Multiplayer,M,"#4 Best Switch Game of 2018
#16 Most Discussed Switch Game of 2018
#57 Most Shared Switch Game of 2018"
mario-kart-8-deluxe,https://www.metacritic.com/game/switch/mario-kart-8-deluxe,Nintendo,Nintendo,"Apr 28, 2017",,"Race and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr. Race your friends in the definitive version of Mario Kart 8, only on Nintendo Switch. Race as every character on every track from the Wii U version, including DLC characters and tracks. Pop some balloons in the revamped Battle mode, complete with Balloon Battle and Bob-omb Blast. Battle on new courses, like Urchin Underpass and Battle Stadium, or returning ones, such as GCN Luigi's Mansion and SNES Battle Course 1. Inkling Girl & Inkling Boy from Splatoon, King Boo, Dry Bones, and Bowser Jr. join the roster. Players can choose a new Smart Steering feature which makes driving and staying on the track easy for novice players and kids even at 200cc. Three new vehicles have been added, two are even inspired by Splatoon. Carry two items at the same time. Returning items include Boo, the item stealing ghost, and the Feather, which gives you a high jump in battle mode. Play your friends in local wireless multiplayer with up to 8 players. Drive through in 1080p HD quality in TV mode. Play on the go with handheld mode and play anytime, anywhere. Collapse",92.0,universal acclaim,95.0,93.0,2.0,0.0,8.6,generally favorable reviews,2612.0,492.0,49.0,48.0,"Other, Racing, Arcade, Automobile",12,E,"#3 Best Switch Game of 2017
#4 Most Discussed Switch Game of 2017
#4 Most Shared Switch Game of 2017"
unavowed,https://www.metacritic.com/game/switch/unavowed,Wadjet Eye Games,Wadjet Eye Games,"Jul 7, 2021",PC,"
Join the ranks of the Unavowed, and fight against the oncoming darkness.

A demon possessed you one year ago. Since that day, you unwillingly tore a trail of bloodshed through New York City. Waking up on a stormy rooftop, you meet your saviors: the Unavowed, an ancient society dedicated to stopping evil. Life as you knew it is over, but by joining them you have a chance to reverse some of the damage you’ve done—and, if you choose wisely, to redeem yourself.

Shape your hero: Name the playable character, choose their gender, and pick from three origin stories to customize the protagonist.

Choose your party: Select two out of four companions to join you on missions across the boroughs of New York City. Each member of the Unavowed has a unique personality and skillset, providing different solutions to the obstacles you’ll encounter.

Follow your conscience: Difficult choices await. In Unavowed’s subtly branching storyline, your decisions could come back to help you… or haunt you.

Play how you want: Controls refined for Nintendo Switch™ allow you to play comfortably with either the Joy-Con™ controllers or the touch screen. Collapse",91.0,universal acclaim,7.0,7.0,0.0,0.0,8.1,generally favorable reviews,11.0,3.0,0.0,0.0,"General, Adventure, Point-and-Click",No Online Multiplayer,T,#3 Best Switch Game of 2021
inside,https://www.metacritic.com/game/switch/inside,PLAYDEAD,PLAYDEAD,"Jun 28, 2018","iPhone/iPad, PC, PlayStation 4, Xbox One","Hunted and alone, a boy finds himself drawn into the center of a dark project.",91.0,universal acclaim,30.0,29.0,1.0,0.0,8.5,generally favorable reviews,318.0,54.0,10.0,6.0,"Action, Platformer, 2D",No Online Multiplayer,M,"#5 Best Switch Game of 2018
#24 Most Discussed Switch Game of 2018
#51 Most Shared Switch Game of 2018"
dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition,https://www.metacritic.com/game/switch/dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition,"Square Enix , Nintendo",Square Enix,"Sep 27, 2019","PC, PlayStation 4, Stadia, Xbox One","Dragon Quest XI: Echoes of an Elusive Age tells a captivating tale of a hunted hero and is the long-awaited role-playing game from series creator Yuji Horii, character designer Akira Toriyama and composer Koichi Sugiyama. While it is the eleventh mainline entry in the critically acclaimed series, Dragon Quest XI is a completely standalone experience that features entirely new characters, a beautifully detailed world, finely tuned turn-based combat, and an immersive story that will appeal to long-time fans and franchise newcomers alike. A young man, about to participate in his village's coming of age ceremony, travels to a Sacred Stone alongside his childhood friend. After a series of unexpected events, this intrepid adventurer learns he is the reincarnation of a legendary hero from a forgotten age. The young hero sets forth into an unknown world on a journey to unravel the mystery of his past... but the welcome he receives is far from warm. Upon revealing his identity to the King, the hero is branded as ""The Dark spawn"" and hunted by a relentless army. Fleeing from his pursuers, the hero assembles a band of endearing adventurers who believe he is actually The Luminary reborn. The hero and his newfound companions embark on a quest that will take them across continents and over vast oceans as they learn of an ominous threat facing the world. Collapse",91.0,universal acclaim,50.0,49.0,1.0,0.0,8.6,generally favorable reviews,732.0,187.0,16.0,15.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,"#2 Best Switch Game of 2019
#9 Most Discussed Switch Game of 2019"
sonic-mania-plus,https://www.metacritic.com/game/switch/sonic-mania-plus,Sega,"Sega, Tantalus","Jul 17, 2018","PC, PlayStation 4, Xbox One","Sonic Mania Plus is the definitive retail enhanced version of the original Sonic Mania's digital release, presented in a pristine collectible physical release. The encore pack is a $5 upgrade fee for owners of the original game.",91.0,universal acclaim,24.0,24.0,0.0,0.0,8.2,generally favorable reviews,397.0,97.0,8.0,3.0,"Action, Platformer, 2D",4,E,"#6 Best Switch Game of 2018
#14 Most Discussed Switch Game of 2018
#14 Most Shared Switch Game of 2018"
steamworld-heist-ultimate-edition,https://www.metacritic.com/game/switch/steamworld-heist-ultimate-edition,Image & Form,Image & Form,"Dec 28, 2017","3DS, iPhone/iPad, PC, PlayStation 4, PlayStation Vita, Stadia, Wii U","Join Captain Piper Faraday, smuggler and occasional pirate, as she recruits a rag-tag team of steam-driven robots and sets out on a daring adventure. With your hearty crew you’ll board, loot and shoot your way through enemy spaceships. Overcome the challenges of the vast frontier by upgrading your robots with unique abilities, weapons – and even stylish hats! Collapse",91.0,universal acclaim,9.0,9.0,0.0,0.0,8.2,generally favorable reviews,187.0,28.0,5.0,1.0,"Strategy, Turn-Based, General",No Online Multiplayer,E10+,"#4 Best Switch Game of 2017
#44 Most Discussed Switch Game of 2017
#49 Most Shared Switch Game of 2017"
shovel-knight-treasure-trove,https://www.metacritic.com/game/switch/shovel-knight-treasure-trove,Yacht Club Games,Yacht Club Games,"Mar 3, 2017","3DS, PC, PlayStation 4, Xbox One","Shovel Knight: Treasure Trove is the full and complete edition of Shovel Knight, a sweeping classic action adventure game series with awesome gameplay, memorable characters, and an 8-bit retro aesthetic! Become Shovel Knight, wielder of the Shovel Blade, as he runs, jumps, and battles in a quest for his lost beloved. Take down the nefarious knights of the Order of No Quarter and their menacing leader, The Enchantress.

But that's not everything! Shovel Knight: Treasure Trove also features three additional campaigns that are games all unto themselves! Take control of Plague Knight, Specter Knight, and King Knight on adventures of their own! Together, they form a grand and sweeping saga!

With a fully cooperative campaign, a full-featured challenge mode, a 4 player battle mode, and body swap mode, you'll be digging for a long time. With Shovel Knight: Treasure Trove, you get it all. Uphold the virtues of Shovelry, earn relics and riches, and discover the true meaning of shovel justice! Collapse",91.0,universal acclaim,17.0,16.0,1.0,0.0,8.2,generally favorable reviews,518.0,84.0,12.0,16.0,"Action, Platformer, 2D",No Online Multiplayer,E,"#5 Best Switch Game of 2017
#14 Most Discussed Switch Game of 2017
#13 Most Shared Switch Game of 2017"
animal-crossing-new-horizons,https://www.metacritic.com/game/switch/animal-crossing-new-horizons,Nintendo,Nintendo,"Mar 20, 2020",,"If the hustle and bustle of modern life’s got you down, Tom Nook has a new business venture up his sleeve that he knows you’ll adore: the Nook Inc. Deserted Island Getaway Package. Sure, you’ve crossed paths with colorful characters near and far. Had a grand time as one of the city folk. May’ve even turned over a new leaf and dedicated yourself to public service. But deep down, isn’t there a part of you that longs for…freedom? Then perhaps a long walk on the beach of a deserted island, where a rich wealth of untouched nature awaits, is just what the doctor ordered. Peaceful creativity and charm await as you roll up your sleeves and make your new life whatever you want it to be. Collect resources and craft everything from creature comforts to handy tools. Embrace your green thumb as you interact with flowers and trees in new ways. Set up a homestead where the rules of what goes indoors and out no longer apply. Make friends with new arrivals, enjoy the seasons, pole-vault across rivers as you explore, and more. Collapse",90.0,universal acclaim,111.0,110.0,1.0,0.0,5.6,mixed or average reviews,6543.0,1477.0,282.0,2174.0,"Simulation, Virtual, Virtual Life",8,E,"#3 Best Switch Game of 2020
#1 Most Discussed Switch Game of 2020"
persona-4-golden,https://www.metacritic.com/game/switch/persona-4-golden,"Sega , Atlus",Atlus,"Jan 19, 2023","PC, PlayStation 4, PlayStation Vita, Xbox One, Xbox Series X","Strange rumors of the Midnight Channel slowly spread through the rural town of Inaba, the protagonist's new home, just as a chain of mysterious murders begin. As the protagonist and his teammates chase after the truth, they find themselves opening the door to another world.
Inaba, a quiet town in rural Japan sets the scene for budding adolescence in Persona 4 Golden.

A coming of age story that sets the protagonist and his friends on a journey kickstarted by a chain of serial murders. Explore meeting kindred spirits, feelings of belonging, and even confronting the darker sides of one's self.
With an overall Metacritic score of 93 and a multitude of awards, fan-adored Persona 4 Golden stands as one of the finest RPGs ever made, delivering on enthralling storytelling and quintessential Persona gameplay.

Key Features include:

* Enjoy gameplay with variable framerates
* Experience the world of Persona on Xbox in Full HD
* Achievements
* Choose between Japanese and English VO Collapse",90.0,universal acclaim,23.0,23.0,0.0,0.0,8.3,generally favorable reviews,54.0,6.0,1.0,2.0,"Role-Playing, Japanese-Style",No Online Multiplayer,M,"#2 Best Switch Game of 2023
#6 Most Discussed Switch Game of 2023"
ori-and-the-blind-forest-definitive-edition,https://www.metacritic.com/game/switch/ori-and-the-blind-forest-definitive-edition,Xbox Game Studios,Moon Studios,"Sep 27, 2019","PC, Xbox One","Ori and the Blind Forest: Definitive Edition delivers a multitude of new areas, difficulty options, and gameplay upgrades that should appeal to both new and seasoned Ori players.",90.0,universal acclaim,20.0,20.0,0.0,0.0,8.5,generally favorable reviews,410.0,82.0,11.0,9.0,"Action, Platformer, 2D, , Metroidvania",No Online Multiplayer,E,"#3 Best Switch Game of 2019
#19 Most Discussed Switch Game of 2019"
bastion,https://www.metacritic.com/game/switch/bastion,Supergiant Games,Supergiant Games,"Sep 13, 2018","iPhone/iPad, PC, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One","Bastion is an original action role-playing game featuring a reactive narrator who marks your every move, lush hand-painted 2D artwork, and tight responsive gameplay that rewards playing with finesse. The game is designed to be simple to pick up and start playing, while offering a lot of rich choices around character customization as well as a deep story and gameworld you can lose yourself in. Collapse",90.0,universal acclaim,7.0,7.0,0.0,0.0,7.6,generally favorable reviews,151.0,21.0,11.0,6.0,"Role-Playing, Action RPG",No Online Multiplayer,E10+,"#7 Best Switch Game of 2018
#47 Most Discussed Switch Game of 2018"
hollow-knight,https://www.metacritic.com/game/switch/hollow-knight,Team Cherry,Team Cherry,"Jun 12, 2018","PC, PlayStation 4, Xbox One","Hollow Knight is a 2D action-adventure game with an emphasis on traditional 2D animation and skillful gameplay. Journey to Hallownest, a vast and ancient underground kingdom inhabited by a bizarre collection of insects and monsters. Players will forge their own path as they explore ruined cities, forests of fungus, temples of bone and other fantastic lands, all on their way to uncovering an ancient mystery. Collapse",90.0,universal acclaim,27.0,27.0,0.0,0.0,9.0,universal acclaim,1910.0,475.0,26.0,56.0,"Action, Action Adventure, General, Platformer, , Metroidvania",No Online Multiplayer,E10+,"#8 Best Switch Game of 2018
#3 Most Discussed Switch Game of 2018
#15 Most Shared Switch Game of 2018"
chained-echoes,https://www.metacritic.com/game/switch/chained-echoes,"Deck 13 , DECK13 Spotlight",Matthias Linda,"Dec 8, 2022","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X","Take up your sword, channel your magic or board your Mech. Chained Echoes is a 16-bit SNES style RPG set in a fantasy world where dragons are as common as piloted mechanical suits. Follow a group of heroes as they explore a land filled to the brim with charming characters, fantastic landscapes and vicious foes.

Can you bring peace to a continent where war has been waged for generations and betrayal lurks around every corner?

Chained Echoes is a story-driven game where a group of heroes travel around the vast continent of Valandis to bring an end to the war between its three kingdoms. In the course of their journey, they will travel through a wide array of diverse landscapes spanning from wind-tanned plateaus and exotic archipelagos to sunken cities and forgotten dungeons. Collapse",90.0,universal acclaim,14.0,13.0,1.0,0.0,8.7,generally favorable reviews,57.0,13.0,2.0,0.0,"Role-Playing, Japanese-Style",No Online Multiplayer,M,"#3 Best Switch Game of 2022
#39 Most Discussed Switch Game of 2022"
chicory-a-colorful-tale,https://www.metacritic.com/game/switch/chicory-a-colorful-tale,Finji,Team Chicory,"Dec 15, 2021","PC, PlayStation 4, PlayStation 5","
Something terrible happened. Chicory, superstar artist and wielder of the Brush, is missing, and all the color in the land vanished with her. It's up to you, Chicory's number one fan, to pick up the Brush and fill in for her. It's a big job but you're ready for it! Probably!

Chicory: A Colorful Tale is a top-down adventure game in a coloring book world where you can draw on anything. Use your painting powers to explore new places, solve puzzles, help your friends, and change the world! Collapse",90.0,universal acclaim,8.0,8.0,0.0,0.0,7.0,mixed or average reviews,24.0,7.0,1.0,3.0,"Adventure, General",No Online Multiplayer,E,"#4 Best Switch Game of 2021
#82 Most Discussed Switch Game of 2021"
